id;Gender;Age;Driving_License;Region_Code;Previously_Insured;Vehicle_Age;Vehicle_Damage;Annual_Premium;Policy_Sales_Channel;Vintage
138747;Female;25;1;50.0;1;< 1 Year;No;31242;160.0;14
209226;Male;24;1;37.0;0;< 1 Year;Yes;31095;152.0;99
267995;Female;24;1;6.0;1;< 1 Year;No;25530;26.0;222
270644;Female;23;1;28.0;1;< 1 Year;Yes;26408;152.0;164
110134;Male;22;1;41.0;1;< 1 Year;No;23231;152.0;167
360919;Female;25;1;46.0;1;< 1 Year;No;23615;152.0;261
140598;Male;43;1;28.0;0;1-2 Year;No;42432;124.0;86
20456;Male;70;1;28.0;0;1-2 Year;Yes;42694;25.0;259
91917;Female;55;1;28.0;1;1-2 Year;No;30502;157.0;95
307789;Female;22;1;45.0;0;< 1 Year;Yes;35950;152.0;99
105853;Female;22;1;35.0;0;1-2 Year;Yes;30417;154.0;191
249423;Male;45;1;21.0;0;1-2 Year;No;35847;124.0;265
91783;Female;25;1;28.0;1;< 1 Year;No;29589;152.0;268
354551;Female;22;1;8.0;0;< 1 Year;Yes;35067;151.0;180
282475;Male;36;1;46.0;0;1-2 Year;Yes;26417;154.0;69
39880;Female;45;1;3.0;0;1-2 Year;Yes;26309;124.0;112
434386;Male;45;1;28.0;0;> 2 Years;Yes;39051;26.0;155
8324;Female;68;1;28.0;0;1-2 Year;Yes;51799;26.0;259
199839;Male;40;1;28.0;1;1-2 Year;No;37592;124.0;277
358481;Female;24;1;46.0;1;< 1 Year;No;29100;152.0;74
119383;Male;77;1;8.0;0;1-2 Year;Yes;40186;7.0;88
369146;Female;23;1;29.0;1;< 1 Year;No;33773;152.0;127
389484;Female;29;1;8.0;1;< 1 Year;No;44625;152.0;262
87660;Male;21;1;47.0;0;< 1 Year;Yes;25772;152.0;141
114471;Female;23;1;13.0;0;< 1 Year;No;21314;26.0;295
101372;Male;56;1;50.0;0;> 2 Years;Yes;35936;3.0;121
184359;Female;28;1;15.0;1;< 1 Year;No;32814;152.0;125
331886;Female;52;1;28.0;0;1-2 Year;Yes;40344;124.0;87
54122;Female;36;1;28.0;0;1-2 Year;Yes;31160;124.0;277
127978;Female;39;1;28.0;1;1-2 Year;No;40816;55.0;22
197814;Female;52;1;29.0;1;1-2 Year;No;24615;124.0;205
400474;Male;47;1;28.0;0;1-2 Year;Yes;34277;156.0;179
125587;Female;49;1;28.0;1;1-2 Year;No;28018;26.0;107
311058;Female;50;1;47.0;1;1-2 Year;No;38965;124.0;78
446690;Female;24;1;21.0;1;< 1 Year;No;22424;152.0;61
136300;Male;58;1;28.0;0;1-2 Year;Yes;27735;25.0;145
186591;Male;32;1;28.0;0;< 1 Year;Yes;40957;124.0;188
318200;Male;28;1;41.0;1;< 1 Year;No;24565;152.0;107
100798;Female;41;1;15.0;0;1-2 Year;Yes;26466;26.0;37
243962;Female;24;1;29.0;1;< 1 Year;No;45235;152.0;132
433688;Male;27;1;28.0;1;< 1 Year;No;53613;152.0;260
232438;Male;31;1;28.0;1;< 1 Year;No;39596;152.0;55
224588;Male;57;1;29.0;1;1-2 Year;No;25036;26.0;168
261401;Female;26;1;30.0;1;< 1 Year;No;28375;152.0;171
66404;Female;25;1;8.0;0;< 1 Year;Yes;69069;151.0;65
407703;Male;47;1;8.0;0;1-2 Year;Yes;29513;124.0;59
301399;Male;46;1;8.0;0;1-2 Year;Yes;33004;124.0;16
157017;Male;22;1;28.0;1;1-2 Year;Yes;40877;124.0;60
332380;Male;48;1;46.0;0;1-2 Year;No;27913;11.0;201
389439;Female;23;1;6.0;1;< 1 Year;No;43066;152.0;79
8602;Female;24;1;45.0;0;< 1 Year;Yes;22707;151.0;82
282813;Female;49;1;28.0;0;1-2 Year;Yes;46086;26.0;259
123457;Male;21;1;36.0;1;< 1 Year;No;35975;160.0;70
158786;Female;27;1;8.0;1;< 1 Year;No;38670;152.0;189
103537;Male;23;1;8.0;1;< 1 Year;No;30070;152.0;10
302698;Female;55;1;8.0;0;1-2 Year;Yes;35346;124.0;171
252666;Female;24;1;8.0;0;< 1 Year;Yes;40670;152.0;72
156178;Male;23;1;35.0;1;1-2 Year;No;38397;163.0;36
219175;Female;63;1;28.0;1;1-2 Year;No;37601;24.0;234
110686;Male;43;1;50.0;0;1-2 Year;Yes;33833;26.0;228
72501;Female;28;1;35.0;1;< 1 Year;No;44127;152.0;204
372923;Male;23;1;15.0;0;< 1 Year;Yes;50947;152.0;192
397689;Female;31;1;13.0;1;< 1 Year;No;35549;152.0;265
383387;Female;30;1;17.0;1;< 1 Year;No;33020;152.0;289
284919;Female;22;1;47.0;0;< 1 Year;Yes;30917;152.0;15
91974;Female;24;1;2.0;1;< 1 Year;No;27706;152.0;256
324429;Female;46;1;28.0;0;1-2 Year;Yes;47195;26.0;198
491440;Male;23;1;43.0;1;< 1 Year;No;31895;152.0;239
10261;Female;21;1;46.0;1;< 1 Year;No;29783;160.0;126
235139;Female;35;1;46.0;0;1-2 Year;Yes;33998;155.0;249
138595;Female;31;1;3.0;1;< 1 Year;No;25583;152.0;40
107228;Female;40;1;28.0;0;1-2 Year;Yes;33986;124.0;20
208215;Female;21;1;33.0;1;< 1 Year;No;27581;152.0;222
352868;Male;48;1;41.0;0;1-2 Year;Yes;37940;26.0;214
56937;Male;47;1;28.0;0;1-2 Year;Yes;24871;60.0;143
376438;Male;24;1;12.0;1;< 1 Year;No;26774;152.0;216
3580;Female;46;1;8.0;0;1-2 Year;Yes;40721;25.0;261
209387;Female;25;1;28.0;1;< 1 Year;No;48418;151.0;59
288760;Female;26;1;18.0;1;< 1 Year;No;34814;152.0;37
138353;Female;22;1;8.0;1;< 1 Year;No;43797;152.0;283
131475;Female;40;1;46.0;1;1-2 Year;No;28171;124.0;157
325403;Female;26;1;8.0;1;< 1 Year;No;40308;152.0;205
170701;Female;59;1;11.0;1;1-2 Year;No;50309;120.0;263
328266;Male;24;1;14.0;1;< 1 Year;No;50646;152.0;269
387172;Male;47;1;28.0;0;1-2 Year;Yes;25422;26.0;197
352747;Female;24;1;32.0;0;< 1 Year;Yes;34454;152.0;187
232083;Female;50;1;37.0;1;1-2 Year;Yes;45089;26.0;78
31736;Female;24;1;46.0;1;< 1 Year;No;34079;152.0;94
166192;Male;22;1;33.0;1;< 1 Year;No;55660;152.0;273
300818;Male;36;1;28.0;0;1-2 Year;Yes;40757;150.0;296
125314;Male;28;1;43.0;1;< 1 Year;No;29576;152.0;167
20085;Female;22;1;44.0;1;< 1 Year;No;34166;152.0;140
105117;Male;21;1;8.0;1;< 1 Year;No;33333;160.0;283
463310;Male;46;1;35.0;0;1-2 Year;Yes;31324;26.0;236
118938;Male;25;1;41.0;1;< 1 Year;No;35487;152.0;209
328112;Male;46;1;50.0;0;1-2 Year;Yes;31230;124.0;227
18648;Male;23;1;15.0;0;< 1 Year;Yes;40534;152.0;86
136906;Male;33;1;46.0;0;< 1 Year;Yes;33942;154.0;163
152170;Male;43;1;28.0;0;1-2 Year;No;42220;26.0;234
14091;Male;43;1;46.0;0;1-2 Year;Yes;33561;124.0;233
248256;Male;44;1;28.0;0;1-2 Year;Yes;34339;122.0;147
146607;Male;52;1;28.0;0;1-2 Year;Yes;39303;26.0;34
8169;Male;24;1;30.0;1;< 1 Year;No;25832;152.0;10
47440;Male;65;1;9.0;1;1-2 Year;No;41410;152.0;78
166528;Male;41;1;30.0;0;1-2 Year;Yes;27654;26.0;44
198400;Female;25;1;29.0;0;< 1 Year;No;39631;152.0;144
146936;Female;20;1;36.0;0;< 1 Year;Yes;31006;160.0;290
81194;Male;58;1;28.0;0;1-2 Year;Yes;50329;154.0;141
315752;Female;48;1;14.0;1;1-2 Year;No;37299;124.0;77
97396;Female;53;1;28.0;0;1-2 Year;Yes;25821;26.0;152
465534;Female;27;1;6.0;1;< 1 Year;No;44511;152.0;223
114731;Male;50;1;28.0;0;> 2 Years;Yes;43497;124.0;87
114886;Female;58;1;28.0;0;1-2 Year;Yes;34594;124.0;211
118851;Male;26;1;15.0;1;< 1 Year;No;23657;152.0;64
284850;Male;35;1;30.0;0;1-2 Year;Yes;36302;124.0;209
129414;Male;71;1;13.0;0;1-2 Year;Yes;24410;124.0;64
542;Male;51;1;41.0;0;> 2 Years;Yes;31443;12.0;82
203298;Male;38;1;30.0;0;1-2 Year;Yes;37723;140.0;145
119158;Male;24;1;45.0;1;< 1 Year;No;26765;152.0;263
322054;Male;39;1;13.0;1;1-2 Year;No;29864;124.0;36
407245;Female;32;1;36.0;0;< 1 Year;Yes;37818;26.0;109
363760;Female;21;1;50.0;1;< 1 Year;No;29242;160.0;152
58918;Female;21;1;44.0;1;< 1 Year;No;38132;160.0;148
44800;Female;24;1;8.0;1;< 1 Year;No;26572;152.0;124
95735;Male;34;1;46.0;0;1-2 Year;Yes;34850;26.0;218
454224;Female;25;1;8.0;1;< 1 Year;No;61247;151.0;164
35108;Male;24;1;23.0;1;< 1 Year;No;19332;152.0;169
392234;Male;68;1;28.0;1;1-2 Year;No;33456;54.0;50
41886;Male;21;1;8.0;0;< 1 Year;Yes;43576;152.0;202
171481;Male;36;1;28.0;0;1-2 Year;Yes;59145;26.0;178
385651;Female;31;1;3.0;1;< 1 Year;No;37506;152.0;75
379844;Male;59;1;28.0;0;1-2 Year;Yes;38105;124.0;228
271146;Female;30;1;7.0;1;1-2 Year;No;27533;124.0;103
261845;Male;31;1;15.0;1;< 1 Year;No;26217;152.0;197
486315;Male;21;1;47.0;1;< 1 Year;No;33348;152.0;124
380583;Female;53;1;28.0;1;1-2 Year;No;32494;26.0;290
109280;Female;25;1;30.0;1;< 1 Year;No;26680;152.0;59
295121;Female;42;1;28.0;0;1-2 Year;Yes;47929;26.0;212
310398;Male;46;1;19.0;1;1-2 Year;No;32125;124.0;280
309418;Male;25;1;8.0;1;< 1 Year;Yes;50382;160.0;21
77022;Male;23;1;11.0;1;< 1 Year;No;30526;152.0;182
450944;Female;26;1;47.0;1;< 1 Year;No;17570;26.0;51
98014;Male;54;1;30.0;1;1-2 Year;No;31989;152.0;195
182355;Female;26;1;18.0;1;< 1 Year;No;21031;26.0;236
206926;Female;23;1;6.0;1;< 1 Year;No;29121;152.0;71
100844;Male;23;1;26.0;0;< 1 Year;Yes;27687;152.0;193
380485;Male;33;1;17.0;0;1-2 Year;Yes;41546;124.0;224
59722;Female;51;1;28.0;0;1-2 Year;Yes;48475;122.0;166
274589;Female;49;1;39.0;0;1-2 Year;Yes;43944;26.0;186
277391;Male;62;1;28.0;0;1-2 Year;Yes;26216;26.0;205
307028;Female;21;1;46.0;0;< 1 Year;No;27234;160.0;284
156237;Female;43;1;26.0;0;> 2 Years;Yes;31622;120.0;86
110269;Female;23;1;11.0;1;< 1 Year;No;30043;152.0;60
107137;Male;43;1;8.0;1;1-2 Year;No;36785;124.0;131
145013;Male;35;1;13.0;1;1-2 Year;No;31217;26.0;155
78623;Female;43;1;28.0;0;1-2 Year;Yes;46736;26.0;117
291821;Male;49;1;18.0;0;1-2 Year;Yes;28283;124.0;181
32325;Female;75;1;28.0;0;1-2 Year;Yes;61259;124.0;284
265890;Male;67;1;28.0;0;1-2 Year;Yes;26881;26.0;206
402317;Female;24;1;3.0;1;< 1 Year;No;18960;152.0;37
95974;Male;25;1;13.0;1;< 1 Year;No;29444;152.0;184
482772;Female;54;1;26.0;1;1-2 Year;No;37353;120.0;271
110184;Male;65;1;9.0;0;1-2 Year;Yes;55481;124.0;277
431393;Female;25;1;6.0;1;< 1 Year;No;32946;152.0;214
239858;Male;53;1;32.0;0;1-2 Year;Yes;33915;124.0;46
478313;Male;31;1;33.0;1;< 1 Year;No;27636;152.0;92
303838;Female;49;1;50.0;1;1-2 Year;No;29627;8.0;33
142544;Female;28;1;6.0;1;< 1 Year;No;28226;152.0;260
16487;Female;47;1;28.0;0;1-2 Year;Yes;37530;26.0;260
214077;Male;26;1;37.0;0;< 1 Year;No;26917;26.0;252
33613;Male;23;1;11.0;1;< 1 Year;No;33640;152.0;64
142849;Female;41;1;28.0;0;1-2 Year;Yes;46916;124.0;131
302859;Male;28;1;15.0;1;< 1 Year;No;42268;152.0;65
358427;Male;22;1;45.0;1;< 1 Year;No;34527;152.0;120
483286;Male;24;1;28.0;1;< 1 Year;No;49006;152.0;133
462241;Male;28;1;32.0;0;< 1 Year;Yes;28228;157.0;32
368775;Male;35;1;3.0;0;1-2 Year;Yes;31327;124.0;116
352279;Female;45;1;8.0;0;1-2 Year;Yes;34267;7.0;29
86605;Male;22;1;3.0;1;< 1 Year;No;26217;152.0;19
227565;Female;22;1;36.0;0;< 1 Year;No;25432;152.0;66
458900;Female;24;1;41.0;1;< 1 Year;No;27298;152.0;77
238439;Male;23;1;46.0;1;< 1 Year;No;25199;152.0;287
294999;Male;43;1;28.0;0;1-2 Year;Yes;35530;26.0;80
274004;Female;22;1;37.0;0;< 1 Year;Yes;34979;152.0;122
50362;Female;35;1;47.0;1;1-2 Year;Yes;38290;26.0;77
390997;Female;24;1;41.0;1;< 1 Year;No;23059;152.0;137
415596;Male;43;1;28.0;0;1-2 Year;Yes;29153;26.0;146
48268;Male;75;1;8.0;1;1-2 Year;Yes;37254;124.0;163
405833;Female;42;1;8.0;1;1-2 Year;No;37559;19.0;51
148264;Male;52;1;19.0;1;1-2 Year;No;35095;26.0;148
308912;Male;24;1;11.0;1;< 1 Year;No;30097;152.0;79
148924;Male;65;1;28.0;0;1-2 Year;Yes;28905;124.0;265
175642;Female;58;1;28.0;1;1-2 Year;No;29818;26.0;30
416396;Female;45;1;30.0;0;1-2 Year;Yes;31868;124.0;222
464933;Male;43;1;45.0;0;1-2 Year;Yes;31287;26.0;162
115616;Female;24;1;50.0;1;< 1 Year;No;34822;152.0;73
398762;Male;26;1;3.0;1;< 1 Year;No;25556;152.0;165
134536;Male;22;1;9.0;0;< 1 Year;Yes;24370;152.0;266
213474;Male;26;1;46.0;1;< 1 Year;No;21207;152.0;59
45225;Male;46;1;28.0;0;1-2 Year;Yes;37328;155.0;41
442187;Female;24;1;28.0;1;< 1 Year;No;42901;152.0;140
154524;Male;27;1;8.0;1;< 1 Year;No;23230;152.0;240
102685;Male;26;1;5.0;1;< 1 Year;No;27269;152.0;216
15512;Female;32;1;8.0;0;1-2 Year;Yes;33080;124.0;94
99481;Female;27;1;15.0;1;< 1 Year;No;45959;152.0;90
309931;Female;27;1;12.0;1;< 1 Year;No;28363;152.0;198
397127;Female;31;1;30.0;0;1-2 Year;Yes;26867;154.0;87
63714;Female;41;1;18.0;0;1-2 Year;Yes;25638;26.0;160
401988;Male;58;1;46.0;1;1-2 Year;No;31636;119.0;220
136076;Female;25;1;32.0;0;< 1 Year;No;26223;152.0;13
243817;Female;23;1;12.0;1;< 1 Year;No;29777;152.0;193
287797;Male;41;1;28.0;1;1-2 Year;No;59933;124.0;292
253551;Male;26;1;21.0;1;< 1 Year;No;32590;152.0;36
294116;Male;73;1;28.0;1;1-2 Year;No;37984;26.0;103
386770;Female;45;1;10.0;0;1-2 Year;Yes;25348;124.0;141
255370;Male;46;1;36.0;0;1-2 Year;Yes;35660;26.0;78
242576;Female;21;1;32.0;0;< 1 Year;Yes;18872;160.0;142
266618;Female;22;1;11.0;1;< 1 Year;No;28859;152.0;148
361994;Female;23;1;14.0;0;< 1 Year;Yes;35192;152.0;165
124398;Female;39;1;46.0;0;> 2 Years;Yes;66371;26.0;107
327383;Female;22;1;34.0;1;< 1 Year;No;46240;152.0;254
256411;Female;21;1;8.0;1;< 1 Year;No;43818;160.0;251
199267;Female;67;1;28.0;0;1-2 Year;Yes;36682;26.0;270
161346;Male;47;1;7.0;1;1-2 Year;No;30362;26.0;268
464341;Male;37;1;29.0;0;1-2 Year;Yes;38415;26.0;248
159183;Female;25;1;41.0;1;< 1 Year;No;23059;152.0;260
205683;Male;21;1;32.0;1;< 1 Year;No;28387;152.0;212
193117;Male;29;1;28.0;0;1-2 Year;Yes;36500;163.0;71
443376;Male;28;1;35.0;1;< 1 Year;No;43641;26.0;25
161316;Male;22;1;26.0;0;< 1 Year;Yes;51226;152.0;224
156028;Female;27;1;28.0;1;< 1 Year;No;45395;152.0;107
273624;Male;23;1;13.0;0;< 1 Year;Yes;26826;152.0;128
488420;Male;59;1;24.0;1;1-2 Year;No;61703;138.0;180
96500;Male;24;1;28.0;1;< 1 Year;No;30732;152.0;205
282835;Male;23;1;46.0;0;< 1 Year;Yes;35579;152.0;18
64602;Female;36;1;28.0;0;1-2 Year;Yes;42121;124.0;44
69893;Male;52;1;8.0;0;> 2 Years;Yes;37742;124.0;25
91814;Male;47;1;28.0;0;1-2 Year;No;48014;26.0;126
309591;Male;37;1;7.0;1;1-2 Year;Yes;24843;124.0;181
313091;Male;55;1;28.0;0;1-2 Year;Yes;31316;26.0;164
163155;Female;41;1;28.0;0;1-2 Year;Yes;33261;26.0;88
92782;Female;28;1;41.0;1;< 1 Year;No;35093;152.0;81
479485;Female;41;1;28.0;0;1-2 Year;Yes;28860;25.0;179
49355;Male;43;1;28.0;0;1-2 Year;Yes;46721;26.0;201
19639;Male;24;1;41.0;1;< 1 Year;Yes;34218;26.0;77
22203;Female;39;1;28.0;0;> 2 Years;Yes;56991;26.0;291
172671;Male;57;1;28.0;0;> 2 Years;Yes;58358;31.0;213
252697;Female;35;1;28.0;1;1-2 Year;No;46732;61.0;69
256065;Male;31;1;8.0;0;< 1 Year;Yes;24270;152.0;233
402497;Female;43;1;28.0;0;1-2 Year;Yes;37669;124.0;75
187379;Female;27;1;16.0;1;< 1 Year;No;33449;152.0;77
216455;Female;29;1;28.0;0;< 1 Year;No;39989;152.0;260
371792;Male;33;1;28.0;0;1-2 Year;No;47463;26.0;275
45620;Male;50;1;46.0;0;1-2 Year;Yes;24817;124.0;20
226856;Male;23;1;8.0;1;< 1 Year;Yes;37287;26.0;121
332477;Female;56;1;43.0;0;1-2 Year;Yes;34122;124.0;181
349261;Female;23;1;17.0;1;< 1 Year;No;21776;26.0;289
492470;Male;21;1;34.0;1;< 1 Year;No;33601;152.0;121
474784;Female;24;1;39.0;1;< 1 Year;No;30034;152.0;156
458110;Male;22;1;29.0;1;< 1 Year;No;34288;152.0;110
467956;Male;43;1;17.0;0;1-2 Year;Yes;29568;124.0;138
503726;Male;21;1;2.0;1;< 1 Year;No;29920;160.0;222
98366;Female;53;1;21.0;0;1-2 Year;Yes;31370;124.0;230
209937;Female;53;1;46.0;0;1-2 Year;Yes;44038;91.0;184
377785;Male;64;1;8.0;1;1-2 Year;No;53423;124.0;235
318249;Male;22;1;4.0;1;< 1 Year;No;30969;160.0;137
45782;Female;21;1;11.0;1;< 1 Year;Yes;29402;152.0;138
272557;Male;43;1;41.0;0;1-2 Year;Yes;33621;12.0;210
360639;Female;40;1;33.0;0;1-2 Year;No;27316;124.0;156
89435;Female;38;1;12.0;0;1-2 Year;Yes;27076;124.0;96
297091;Female;39;1;3.0;0;1-2 Year;Yes;24559;124.0;90
346174;Male;25;1;16.0;0;< 1 Year;Yes;22834;152.0;69
320331;Male;79;1;25.0;1;1-2 Year;No;22861;25.0;34
379478;Male;43;1;8.0;1;1-2 Year;No;40890;26.0;18
206074;Female;44;1;13.0;1;1-2 Year;No;38068;26.0;236
390304;Male;55;1;45.0;1;1-2 Year;No;27587;124.0;270
370533;Female;64;1;28.0;0;> 2 Years;Yes;27062;122.0;212
343665;Male;53;1;29.0;0;1-2 Year;Yes;63593;26.0;225
34568;Male;55;1;46.0;1;1-2 Year;No;27761;124.0;217
216555;Female;43;1;28.0;1;1-2 Year;No;42644;26.0;288
44206;Female;24;1;15.0;0;< 1 Year;Yes;43406;152.0;122
169993;Female;33;1;28.0;0;< 1 Year;Yes;31995;160.0;46
363227;Female;48;1;50.0;0;1-2 Year;No;32105;152.0;264
314244;Male;57;1;46.0;0;1-2 Year;Yes;30630;26.0;95
430798;Male;23;1;28.0;1;< 1 Year;No;39164;152.0;266
135021;Male;54;1;28.0;0;1-2 Year;Yes;28682;26.0;200
266429;Female;24;1;8.0;0;< 1 Year;Yes;38627;124.0;224
432598;Male;29;1;45.0;1;< 1 Year;No;19422;152.0;124
121093;Male;58;1;28.0;1;1-2 Year;No;31657;26.0;195
492241;Male;62;1;28.0;1;1-2 Year;No;32963;23.0;199
408065;Female;43;1;28.0;0;1-2 Year;Yes;39181;26.0;263
71932;Male;25;1;41.0;1;< 1 Year;No;27853;152.0;202
500789;Female;23;1;14.0;1;< 1 Year;No;23487;152.0;92
236657;Female;20;1;30.0;0;< 1 Year;Yes;29954;160.0;281
330116;Female;21;1;37.0;0;< 1 Year;Yes;34071;152.0;203
145649;Female;29;1;28.0;1;< 1 Year;No;41196;152.0;36
153555;Male;70;1;50.0;1;1-2 Year;No;31506;18.0;74
239459;Male;67;1;28.0;0;1-2 Year;Yes;21342;26.0;263
165370;Male;29;1;6.0;1;< 1 Year;No;24551;152.0;89
122073;Male;25;1;21.0;1;< 1 Year;No;34414;152.0;285
441511;Female;24;1;11.0;1;< 1 Year;No;28199;152.0;261
28735;Female;35;1;5.0;1;1-2 Year;No;28797;124.0;290
447981;Male;22;1;45.0;1;< 1 Year;No;27475;152.0;21
93625;Female;47;1;47.0;1;1-2 Year;No;36580;26.0;200
493166;Male;28;1;28.0;1;< 1 Year;No;40899;152.0;258
175159;Female;26;1;41.0;0;< 1 Year;No;27861;152.0;191
28627;Male;39;1;28.0;0;1-2 Year;No;28690;124.0;59
64883;Female;78;1;28.0;0;1-2 Year;No;32032;157.0;64
307359;Female;25;1;50.0;0;< 1 Year;Yes;32325;124.0;53
417575;Male;25;1;41.0;1;< 1 Year;No;53507;152.0;182
260690;Male;35;1;25.0;1;1-2 Year;No;21726;152.0;280
199773;Male;45;1;3.0;1;1-2 Year;No;40255;26.0;137
260246;Male;30;1;3.0;0;< 1 Year;Yes;20567;152.0;86
164372;Female;52;1;8.0;0;1-2 Year;No;31422;26.0;204
22308;Female;38;1;28.0;0;1-2 Year;Yes;36998;26.0;260
210587;Female;34;1;28.0;0;1-2 Year;Yes;36102;152.0;180
484558;Male;62;1;28.0;1;1-2 Year;No;41932;124.0;198
227300;Female;28;1;21.0;0;< 1 Year;No;26261;152.0;224
127950;Male;41;1;28.0;0;1-2 Year;Yes;52745;124.0;194
19691;Male;25;1;50.0;1;< 1 Year;No;28144;152.0;32
281917;Male;46;1;11.0;0;1-2 Year;Yes;24983;26.0;135
334122;Male;37;1;28.0;1;1-2 Year;No;67301;124.0;188
176383;Female;47;1;28.0;0;> 2 Years;Yes;32454;125.0;181
477933;Female;27;1;17.0;1;< 1 Year;No;34915;152.0;293
167582;Female;25;1;6.0;1;< 1 Year;No;44769;152.0;209
82465;Female;28;1;11.0;1;< 1 Year;No;31969;152.0;136
106877;Male;74;1;28.0;0;> 2 Years;Yes;72350;37.0;225
389233;Male;53;1;28.0;0;1-2 Year;Yes;46801;26.0;147
257510;Male;41;1;28.0;0;1-2 Year;No;50950;26.0;25
410074;Male;39;1;28.0;0;1-2 Year;Yes;38591;124.0;250
361499;Male;41;1;8.0;0;1-2 Year;Yes;37471;124.0;182
254005;Male;22;1;33.0;1;< 1 Year;No;49998;152.0;172
241269;Male;62;1;28.0;0;1-2 Year;Yes;31635;124.0;252
153175;Female;45;1;24.0;1;1-2 Year;No;29012;26.0;44
162960;Male;24;1;8.0;0;1-2 Year;Yes;39468;124.0;179
113949;Female;22;1;35.0;1;< 1 Year;No;22265;160.0;213
253211;Male;43;1;28.0;1;1-2 Year;No;36211;26.0;10
116553;Male;25;1;28.0;1;< 1 Year;No;60125;152.0;182
253497;Female;42;1;28.0;0;1-2 Year;Yes;32586;26.0;21
243814;Female;58;1;18.0;0;1-2 Year;Yes;35671;124.0;147
389310;Male;29;1;47.0;1;< 1 Year;No;27006;152.0;253
158215;Male;29;1;21.0;0;< 1 Year;Yes;27841;152.0;198
156650;Female;72;1;28.0;1;1-2 Year;No;35525;26.0;19
395976;Male;31;1;6.0;1;< 1 Year;No;33195;152.0;119
368878;Male;24;1;36.0;1;< 1 Year;No;31992;152.0;66
397971;Female;23;1;30.0;1;< 1 Year;No;29504;152.0;113
49267;Female;22;1;15.0;0;< 1 Year;No;37047;152.0;72
264250;Female;26;1;2.0;1;< 1 Year;No;44666;152.0;205
49421;Female;33;1;28.0;0;< 1 Year;Yes;43290;26.0;137
270658;Male;41;1;46.0;0;1-2 Year;Yes;30493;124.0;109
492949;Female;25;1;41.0;1;< 1 Year;No;25087;152.0;52
98937;Male;42;1;28.0;0;1-2 Year;Yes;44581;124.0;212
203689;Male;26;1;21.0;1;< 1 Year;No;29230;152.0;89
220275;Male;26;1;27.0;0;< 1 Year;No;47793;152.0;87
325669;Male;30;1;50.0;0;< 1 Year;Yes;41055;124.0;58
112215;Male;33;1;28.0;1;1-2 Year;No;36994;124.0;26
228455;Male;65;1;28.0;0;1-2 Year;Yes;58984;124.0;191
243572;Male;54;1;11.0;0;1-2 Year;No;30146;124.0;106
339709;Male;49;1;28.0;0;1-2 Year;Yes;20276;26.0;69
325855;Male;24;1;5.0;0;< 1 Year;No;58868;151.0;206
17829;Male;49;1;29.0;0;1-2 Year;Yes;53125;26.0;68
474393;Female;54;1;15.0;0;1-2 Year;Yes;27898;26.0;134
415421;Female;20;1;8.0;1;< 1 Year;No;51568;160.0;158
342479;Female;39;1;36.0;0;1-2 Year;No;30067;124.0;149
16654;Male;44;1;28.0;0;1-2 Year;Yes;39427;122.0;115
82552;Female;72;1;50.0;0;1-2 Year;Yes;42965;8.0;45
2698;Male;27;1;34.0;0;< 1 Year;Yes;29467;152.0;47
320855;Male;60;1;28.0;0;1-2 Year;Yes;29089;26.0;203
181411;Male;37;1;28.0;1;1-2 Year;No;30195;124.0;75
272481;Female;23;1;41.0;1;< 1 Year;No;27501;152.0;296
95804;Male;30;1;49.0;1;< 1 Year;No;28187;152.0;166
132459;Female;22;1;29.0;0;< 1 Year;Yes;37987;152.0;135
73863;Male;23;1;50.0;0;< 1 Year;Yes;27814;152.0;81
335048;Male;47;1;8.0;1;1-2 Year;No;39973;124.0;183
384540;Male;23;1;8.0;1;< 1 Year;No;40415;152.0;35
38515;Male;52;1;13.0;1;1-2 Year;No;24770;26.0;150
127320;Male;61;1;28.0;1;1-2 Year;No;56929;124.0;72
341386;Male;72;1;28.0;0;1-2 Year;Yes;38127;24.0;36
277659;Female;29;1;6.0;1;< 1 Year;No;27511;152.0;267
271153;Female;22;1;50.0;1;< 1 Year;No;38436;152.0;169
40065;Female;22;1;8.0;0;< 1 Year;Yes;45026;152.0;198
476368;Female;40;1;46.0;0;1-2 Year;Yes;37883;26.0;122
35817;Male;26;1;8.0;1;< 1 Year;No;44740;152.0;293
392432;Female;23;1;30.0;1;< 1 Year;No;25615;152.0;293
308977;Female;23;1;34.0;0;< 1 Year;Yes;32040;152.0;272
450093;Male;48;1;28.0;0;> 2 Years;Yes;36056;26.0;287
481214;Female;45;1;28.0;0;1-2 Year;Yes;42872;124.0;102
26455;Male;69;0;46.0;0;1-2 Year;Yes;38006;11.0;255
133459;Male;23;1;28.0;1;< 1 Year;No;43840;152.0;215
75357;Male;29;1;28.0;0;1-2 Year;Yes;45398;124.0;186
352768;Male;26;1;36.0;1;< 1 Year;No;28061;152.0;120
210861;Female;61;1;41.0;0;1-2 Year;Yes;35077;12.0;67
297031;Male;39;1;28.0;1;1-2 Year;No;36853;61.0;143
111427;Male;25;1;30.0;1;< 1 Year;No;27205;152.0;121
271786;Female;40;1;28.0;0;1-2 Year;No;49345;26.0;119
225748;Female;59;1;50.0;0;1-2 Year;Yes;48501;124.0;131
152407;Female;36;1;50.0;0;1-2 Year;Yes;35434;8.0;257
129984;Male;30;1;28.0;0;< 1 Year;Yes;36106;26.0;104
